transit_timestamp,bus_route,payment_method,fare_class_category,ridership,transfers,date
2023-01-01T00:00:00.000,M106,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,M106,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,M106,metrocard,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,M106,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,M106,omny,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,M11,metrocard,Metrocard - Fair Fare,2,0,2023-01-01
2023-01-01T00:00:00.000,M11,metrocard,Metrocard - Unlimited 7-Day,6,0,2023-01-01
2023-01-01T00:00:00.000,M11,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,M11,metrocard,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,M11,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,M103,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,M103,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,M103,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,M101,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,M101,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,M101,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,M101,omny,OMNY - Full Fare,72,16,2023-01-01
2023-01-01T00:00:00.000,M101,omny,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,M101,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,metrocard,Metrocard - Fair Fare,4,0,2023-01-01
2023-01-01T00:00:00.000,M100,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,omny,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,M102,metrocard,Metrocard - Unlimited 30-Day,13,0,2023-01-01
2023-01-01T00:00:00.000,J99,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,J99,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,J99,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM3,omny,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM3,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM4,metrocard,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM4,metrocard,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM4,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM4,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM4,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM6,metrocard,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM6,metrocard,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM6,metrocard,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM6,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM6,omny,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM6,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM6,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM7,metrocard,Metrocard - Full Fare,2,1,2023-01-01
2023-01-01T00:00:00.000,BXM3,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM3,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM3,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM3,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM10,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM10,omny,OMNY - Full Fare,3,0,2023-01-01
2023-01-01T00:00:00.000,BXM10,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM11,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM11,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM18,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM18,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM7,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM18,metrocard,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM18,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM2,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM2,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM2,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM2,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM3,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM3,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM18,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM7,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM7,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM7,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,D99,omny,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,D99,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,F1,metrocard,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,F1,metrocard,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,F1,metrocard,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,F1,metrocard,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,F1,metrocard,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,D99,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,F1,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,F1,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,F1,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,J90,metrocard,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,J90,omny,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,J90,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,J90,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,J99,metrocard,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,F1,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BX30,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,D99,metrocard,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,D90,omny,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM8,metrocard,Metrocard - Full Fare,3,0,2023-01-01
2023-01-01T00:00:00.000,BXM8,metrocard,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM8,metrocard,Metrocard - Unlimited 7-Day,2,0,2023-01-01
2023-01-01T00:00:00.000,BXM8,metrocard,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM8,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM9,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM9,metrocard,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,D99,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM9,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM9,omny,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM9,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,D90,metrocard,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,D90,metrocard,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,D90,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,D90,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,D90,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,BXM9,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,X64,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,X64,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,X68,metrocard,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q72,metrocard,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q72,omny,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q72,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q72,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q74,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q75,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q75,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q75,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q75,omny,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q75,omny,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q75,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q76,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q76,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q76,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q76,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q72,metrocard,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q72,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q72,metrocard,Metrocard - Full Fare,1,0,2023-01-01
2023-01-01T00:00:00.000,Q70+,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q65,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q66,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q66,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q66,metrocard,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q66,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q66,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q67,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q76,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q67,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q69,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q69,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q69,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q70+,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q70+,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q70+,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q70+,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q67,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q65,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q76,omny,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q77,metrocard,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q84,omny,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q84,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q85,metrocard,Metrocard - Fair Fare,1,0,2023-01-01
2023-01-01T00:00:00.000,Q85,metrocard,Metrocard - Seniors & Disability,4,1,2023-01-01
2023-01-01T00:00:00.000,Q85,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q85,metrocard,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q85,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q85,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q85,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q86,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q86,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q86,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q86,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q86,omny,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q86,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q84,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q84,metrocard,Metrocard - Unlimited 7-Day,3,0,2023-01-01
2023-01-01T00:00:00.000,Q84,metrocard,Metrocard - Unlimited 30-Day,1,0,2023-01-01
2023-01-01T00:00:00.000,Q83,metrocard,Metrocard - Unlimited 30-Day,4,0,2023-01-01
2023-01-01T00:00:00.000,Q77,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q77,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q80,metrocard,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q80,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q80,metrocard,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q80,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q80,metrocard,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q77,metrocard,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q80,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q80,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q80,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q82,metrocard,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q82,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q83,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q83,metrocard,Metrocard - Seniors & Disability,2,1,2023-01-01
2023-01-01T00:00:00.000,Q83,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q80,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q87,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q64,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q64,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q53+,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q53+,metrocard,Metrocard - Unlimited 30-Day,3,0,2023-01-01
2023-01-01T00:00:00.000,Q53+,metrocard,Metrocard - Unlimited 7-Day,10,0,2023-01-01
2023-01-01T00:00:00.000,Q53+,metrocard,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q53+,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q53+,omny,OMNY - Full Fare,8,2,2023-01-01
2023-01-01T00:00:00.000,Q53+,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q54,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q54,metrocard,Metrocard - Seniors & Disability,1,0,2023-01-01
2023-01-01T00:00:00.000,Q54,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q54,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q54,omny,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q54,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q54,omny,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q54,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q53+,metrocard,Metrocard - Full Fare,3,0,2023-01-01
2023-01-01T00:00:00.000,Q52+,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q52+,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q52+,metrocard,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,metrocard,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,omny,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q54,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,omny,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,omny,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q51,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q51,metrocard,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q51,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q51,omny,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q51,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q51,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q50,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q64,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q55,metrocard,Metrocard - Unlimited 30-Day,1,0,2023-01-01
2023-01-01T00:00:00.000,Q55,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q60,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q60,omny,OMNY - Full Fare,14,3,2023-01-01
2023-01-01T00:00:00.000,Q61,metrocard,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q61,metrocard,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,Q61,metrocard,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q61,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q61,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q63,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q63,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q63,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q63,omny,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q63,omny,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q64,metrocard,Metrocard - Full Fare,2,1,2023-01-01
2023-01-01T00:00:00.000,Q64,metrocard,Metrocard - Unlimited 30-Day,1,0,2023-01-01
2023-01-01T00:00:00.000,Q64,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q60,metrocard,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q59,omny,OMNY - Full Fare,6,3,2023-01-01
2023-01-01T00:00:00.000,Q59,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q59,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q55,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q55,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q55,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q55,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q55,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q55,omny,OMNY - Seniors & Disability,1,1,2023-01-01
2023-01-01T00:00:00.000,Q58,metrocard,Metrocard - Fair Fare,4,1,2023-01-01
2023-01-01T00:00:00.000,Q55,metrocard,Metrocard - Unlimited 7-Day,1,0,2023-01-01
2023-01-01T00:00:00.000,Q58,metrocard,Metrocard - Full Fare,17,4,2023-01-01
2023-01-01T00:00:00.000,Q58,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q58,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q58,omny,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,Q58,omny,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q58,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q59,metrocard,Metrocard - Fair Fare,1,0,2023-01-01
2023-01-01T00:00:00.000,Q59,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,Q58,metrocard,Metrocard - Unlimited 30-Day,10,0,2023-01-01
2023-01-01T00:00:00.000,Q5,omny,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,Q87,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,Q87,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,omny,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,QM12,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,QM12,metrocard,Metrocard - Unlimited 7-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,QM12,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM12,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,QM15,metrocard,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,QM15,metrocard,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,QM15,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,QM15,omny,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM16,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM16,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,QM16,metrocard,Metrocard - Unlimited 30-Day,0,0,2023-01-01
2023-01-01T00:00:00.000,QM16,omny,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM16,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,QM16,omny,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,omny,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,omny,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,QM10,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,QM10,metrocard,Metrocard - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,QM10,metrocard,OMNY - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM10,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM10,metrocard,OMNY - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,QM10,omny,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,QM10,omny,Metrocard - Seniors & Disability,0,0,2023-01-01
2023-01-01T00:00:00.000,QM17,metrocard,Metrocard - Fair Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM10,omny,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,metrocard,Metrocard - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,metrocard,Metrocard - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,metrocard,OMNY - Full Fare,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,metrocard,OMNY - Other,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,metrocard,OMNY - Students,0,0,2023-01-01
2023-01-01T00:00:00.000,QM11,omny,Metrocard - Fair Fare,0,0,2023-01-01
