date,temperature_mean,temperature_max,temperature_min,precipitation,windspeed,weather_code
2024-11-01,20.7,26.5,13.8,0.3,30.4,51
2024-11-02,11.8,15.8,7.3,0.0,20.3,1
2024-11-03,7.3,13.1,3.6,0.0,14.5,3
2024-11-04,9.3,14.2,3.3,0.0,19.2,3
2024-11-05,15.8,22.4,8.6,0.0,21.3,3
2024-11-06,20.9,26.8,16.3,0.0,22.8,2
2024-11-07,17.7,22.9,11.4,0.0,21.3,3
2024-11-08,13.4,20.5,6.6,0.0,27.6,3
2024-11-09,8.3,12.9,4.4,0.0,23.5,3
2024-11-10,9.0,14.3,2.2,1.0,20.4,53
2024-11-11,15.6,20.9,10.8,3.0,25.7,61
2024-11-12,9.3,12.0,4.8,0.0,26.9,2
2024-11-13,5.0,9.0,1.3,0.0,13.3,2
2024-11-14,4.7,7.7,1.2,0.0,9.6,3
2024-11-15,8.3,14.6,2.9,0.0,14.5,3
2024-11-16,10.6,16.3,6.1,0.0,16.6,0
2024-11-17,11.2,17.9,6.4,0.0,14.5,3
2024-11-18,12.4,17.8,7.5,0.0,14.0,3
2024-11-19,10.7,14.6,5.8,0.0,10.8,3
2024-11-20,11.7,15.8,7.1,0.0,13.0,3
2024-11-21,8.1,11.9,2.6,45.5,17.5,63
2024-11-22,3.4,4.8,2.0,12.2,24.8,71
2024-11-23,5.8,8.7,2.4,0.9,25.4,51
2024-11-24,7.9,10.8,5.4,0.0,22.3,3
2024-11-25,6.7,10.7,2.1,0.0,10.7,3
2024-11-26,10.5,14.7,5.8,3.7,15.4,61
2024-11-27,5.8,10.2,2.2,0.0,9.6,3
2024-11-28,6.7,11.6,4.8,13.1,20.0,63
2024-11-29,3.6,7.7,0.7,0.2,18.4,51
2024-11-30,0.2,3.4,-2.3,0.0,16.9,3
2024-12-01,-1.1,2.6,-3.8,0.0,17.9,3
2024-12-02,-0.5,3.8,-3.3,0.0,10.5,2
2024-12-03,0.7,5.0,-2.4,0.0,11.8,1
2024-12-04,0.3,3.9,-3.4,0.0,15.8,3
2024-12-05,2.0,4.5,-0.5,3.6,27.3,73
2024-12-06,-1.2,0.0,-2.4,0.0,18.7,3
2024-12-07,0.7,4.5,-2.8,0.0,13.9,3
2024-12-08,5.6,11.2,1.3,0.0,19.6,3
2024-12-09,5.5,10.3,0.9,7.4,11.6,61
2024-12-10,8.2,10.9,5.6,3.0,13.2,55
2024-12-11,12.6,16.0,5.0,33.5,24.0,63
2024-12-12,1.2,4.7,-2.8,0.0,25.1,3
2024-12-13,-2.5,0.1,-4.1,0.0,11.3,1
2024-12-14,-2.8,0.5,-5.7,0.0,8.3,3
2024-12-15,-1.1,2.9,-5.1,0.2,10.0,51
2024-12-16,5.7,9.4,1.6,16.7,15.1,63
2024-12-17,10.6,14.6,7.0,3.3,15.8,61
2024-12-18,6.2,9.8,1.3,3.6,10.9,55
2024-12-19,4.1,6.3,0.7,1.5,15.0,53
2024-12-20,0.8,2.4,-0.9,1.8,14.6,71
2024-12-21,-3.1,0.1,-7.1,4.0,19.9,73
2024-12-22,-9.4,-7.5,-12.9,0.0,14.5,1
2024-12-23,-9.9,-3.6,-15.0,0.0,10.5,3
2024-12-24,-1.7,1.3,-4.2,1.9,9.7,73
2024-12-25,-3.2,0.0,-6.4,0.0,10.2,3
2024-12-26,-5.2,-0.4,-8.3,0.0,8.3,3
2024-12-27,-3.6,1.9,-9.5,0.0,6.2,3
2024-12-28,4.1,7.1,2.1,5.6,6.7,53
2024-12-29,9.8,16.0,4.3,2.7,22.6,53
2024-12-30,11.1,12.9,7.1,5.8,25.5,63
2024-12-31,6.2,9.6,1.3,9.3,17.5,63
